pdb_id,uniprot_id
4wgi,P0AEY0
4qag,P03366
4o78,O60885
4oow,O92972
4m3f,P9WMC1
4csj,P04150
4wsj,Q8A3I4
4qqc,P22455
4clz,Q96PN6
4rfz,Q06187
4mao,P18654
4nk3,P24735
4nhc,
4j8m,O14965
4oti,Q16512
4nah,P63820
3wk8,P34913
4rrn,P56817
4px6,P43405
4pm0,Q13946
4ra5,Q04759
4rcf,P56817
4o5b,P12497
4uyn,O14965
4o55,P12497
4mw5,Q38C91
4nw6,P51812
4u0g,P9WPC3
4wn1,Q9Y233
4pkv,P15917
4n1u,P36639
4url,X5EN43
4mh7,Q12866
4o7e,O60885
4l1a,Q000H7
4o5g,Q9X1X0
4ojq,K4KA16
4o43,Q9X1X0
4pf3,P08235
4rg0,Q06187
4pl4,Q9EQY0
4w9n,P49327
4cqf,A5H660
4o24,Q9X1X0
4lmu,P11309
4og8,O00255
3wf9,P23443
4q9z,Q04759
4nus,P51812
4to8,W8TRN9
4bgk,O75936
4mvx,Q38C91
4olh,Q14397
4kcg,P27707
4wki,O75173
4ohk,Q14397
4od9,P07339
2mlm,R9YTM5
4mk0,P25098
4nuf,P0AEX9
4qlq,P23639
4qo4,Q00987
3wk6,P34913
4wz8,Q00955
4py1,P29597
4wbo,P28327
3wkb,P34913
4p90,Q13153
4nrm,Q6P6C2
4lte,P14735
4obq,O95819
4q1s,P23639
4bpi,P97287
4lwv,P56273
3whw,P36639
4qgf,Q6GJI9
4u0i,P10721
4fc0,P15056
4mxc,P08581
4pce,O60885
3wk4,P34913
4c1g,P52699
4pci,O60885
4no8,P23639
4puz,P43405
4l7c,Q14145
4r5n,P56817
4ok3,K4KA16
4p6g,P25774
4jlj,P27707
4rj6,P00533
4wk7,O75173
4ia0,O76074
4ona,Q9BJF5
3wk9,P34913
4obo,O95819
4no6,P23639
4uyd,O60885
4qlu,P23639
4op3,Q14397
4uwf,Q8NEB9
4twd,P0C7B7
4lxb,P00734
4cfx,P24941
4u6y,P04439
3wf5,P23443
4uwg,Q8NEB9
4c1h,P04190
4p75,Q9I0A4
4p72,Q9I0A4
4oc6,P07339
4u44,O95819
4v25,Q15119
4nwm,Q06187
4ogv,Q00987
4p10,Q96IY4
4rlk,P28523
4oq3,Q00987
4n00,P56817
4l7r,Q9Y6F1
4tpt,P53671
4bhi,O75936
4rll,P68400
4uzh,O14965
3ws9,Q9Y233
4rj3,P24941
4oth,Q16512
4mo4,Q9I5Q5
4urm,P0A0K8
4ncm,P31345
4qyy,P63086
4w97,P9WMB9
4mw9,Q38C91
4pmt,P04629
4nb3,P27694
4po0,G1U9S2
4wm9,Q8RLA6
4oyk,Q96EP0
4nzo,O43314
4u0s,Q9BVA6
4w9h,Q15370
4usj,Q9SCL7
4u0e,P12493
4cg8,P35790
4qnb,P12497
4qab,P58154
4q3s,Q6WVP6
4uu8,Q6DHI5
4txc,P53355
4m13,Q08881
4m14,Q08881
4o0a,P27694
4v05,P11362
4q0a,Q9PTN2
4tzm,Q95XC8
4pvv,P9WID5
4psx,Q12341
4m0y,Q08881
4mg8,P03372
4q3u,Q6WVP6
4w9k,Q15370
4q3t,Q6WVP6
4qaa,P58154
4c1w,Q4LB86
4tzn,Q95XC8
4tzq,Q20305
4d3h,Q2G229
4qnu,A1AC32
3wha,P07900
4nbl,P55212
4cga,P35790
4qac,P58154
4o3u,P14210
4mgc,P03372
4p00,Q3J125
4lj5,Q9RA63
4n7u,O00481
4mg7,P03372
2mkr,P32776
4n84,P63104
4q3r,Q6WVP6
4w9j,Q15370
4np3,P15379
4n7y,P63104
4r4t,P27694
4oag,Q8BGV8
4r4i,P27694
4p02,Q3J125
4pow,P35120
4pfu,G4FEC0
4cg9,P35790
4q6e,P00918
4kxl,O35820
4msl,Q99523
3w9r,Q84MC7
4utn,Q6DHI5
4ktu,P00760
4uu7,Q6DHI5
4utr,Q6DHI5
4oo9,P00720
4kxn,O35820
4m7j,
4pd8,Q9KPL5
4pxf,P02699
2mg5,P0DP23
4m12,Q08881
2mow,P53617
2mwp,Q12888
4qfs,P54645
4p3h,Q2HRB6
4ocp,E8MF12
4qh7,Q24117
4l3o,Q8IXJ6
4mrg,P15379
4w9i,Q15370
4qxr,Q86WV6
4cki,P07949
4csd,Q8XXK6
4onf,
4cfl,O60885
4u0f,P12493
4ouj,B1INP8
4rdn,Q9Y5A9
4wk1,A0A0H2WXZ7
4qdk,Q55467
4tkn,Q15036
4psh,Q9WZ62
4u0u,Q9BVA6
4q3q,Q6WVP6
4rww,Q8Y3Y7
4lj8,Q9RA63
2mpm,P51671
4r4o,P27694
4rqk,O15530
4jmg,
4oee,P09038
4oys,Q8NEB9
4ndu,A7UNK4
4lbo,P17931
4mn3,O95931
4q9o,Q8DRB3
4mga,P03372
4qq4,Q14149
4o2a,P81947
4d1d,D6R8X8
3wp0,P31016
4tsx,F2WR39
4ozl,B8ZYW1
4qxq,Q86WV6
4qc1,Q9UIF8
4w9d,Q15370
4ibg,Q05127
4tv3,P42336
4ibc,Q05127
4c3k,P0A3F4
4nj9,Q52L95
4qsv,Q6PL18
4qsu,Q6PL18
4poh,P19793
4oi6,Q9FCE4
4mrf,P15379
4p4s,P20591
4nmv,Q9HD26
4qht,A0A0H3AHP1
4o2c,P01889
4nms,Q9HD26
4q4s,P28720
4c16,P16581
4wk2,P08648
4k10,Q4QBL1
4rpn,P52679
4lbl,P17931
4ce3,P02829
4mrh,P15379
4qh8,Q24117
4phu,O14842
4kva,A0A3Q0KDV9
4pd7,Q9KPL5
4u4s,P19491
4n9c,P43490
4q0k,G7J032
4prb,C5MK56
4nl1,Q81VW8
4wvl,Q8TEK3
4k43,P68135
4rvr,Q9UIF8
4r7m,Q8IL11
4l9i,P28327
4m8e,P19793
4pnu,U6NCW5
4pz5,P02751
4pgh,C5YH12
4pd5,Q9KPL5
4m5j,P26281
4uof,A5J299
4wj7,Q9BSQ5
4ckj,P07949
4nmt,Q9HD26
4nbk,P55212
4nmo,Q9HD26
3wp1,P31016
4qtn,D2ZZC1
4w50,P54764
4qlv,P23639
4pul,P28720
4pg3,Q8IDJ8
4o4y,
4kif,Q643C8
4ovh,U6NCW5
4kv9,A0A3Q0KDV9
4pb1,Q9KPL5
4mmm,P30044
4pp3,P19793
4ci3,Q16531
4q4q,P28720
4k7i,P30044
4ogj,O60885
4ce2,P02829
4uxq,P22455
4pb2,Q9KPL5
4lzs,O60885
4k8o,P36370
4oef,P09038
4ci2,Q16531
4muv,Q98GN8
4j09,P0A722
4qem,P59071
4lov,P08191
4m5l,P26281
4tu4,Q6PL18
4mp7,Q15119
4cy1,P61964
4pum,P28720
4pp5,P19793
4uoh,A5J299
4pre,C5MK56
4m5m,P26281
4tk1,Q03555
4d1a,D6R8X8
4qsx,Q6PL18
4mmp,K0Y3H9
4usw,Q96PN6
4cu1,P29473
4ncn,G0S8G9
4mg9,P03372
4pzv,Q5NGA7
4u7t,Q9Y6K1
4n7g,P63104
4c52,Q07817
4prp,C5MK56
4pr5,P01889
4jmh,
3zev,P20789
4tk2,Q03555
4nrl,P03460
4prn,P01889
4pra,C5MK56
4q6f,Q9UIF9
3wig,Q02750
4mg6,P03372
4up5,Q86UU0
4my6,Q8N8S7
4o3f,P09411
4pft,Q9X0V0
4qf7,P59071
4uwl,Q8NEB9
4r4c,P27694
4qij,P9WNP5
4mue,P9WIL4
4tpw,P06730
4tte,Q6PL18
4oru,P41222
4ibd,Q05127
4cig,P12497
2mwo,Q12888
4lzr,O60885
4v27,D6D1V7
4kxm,O35820
4mgd,P03372
4lnp,Q9BX66
4w9c,Q15370
4qsw,Q6PL18
4rpo,P52679
4ofl,A0A5P8YI66
4oeu,Q0P844
4tt2,Q6PL18
4mpn,Q15119
4psb,A0A1S3THR8
4myh,P40416
4oz1,Q14498
4qev,P25440
4ln2,Q9BX66
4nrk,P03460
4ci1,Q16531
4qk4,Q13285
4prd,C5MK56
4c1y,Q4WW81
4ocq,E8MF12
4lyw,O60885
4uyf,P25440
4cjq,P12497
4uyg,P25440
4qbm,Q9UIF9
4cu7,A0A0H2UP19
4m8h,P19793
4lbu,P28720
4ck3,P12497
4prh,C5MK56
4nym,P01112
4ibb,Q05127
4myd,P37355
4k42,P68135
4uac,D6E1Y1
4orx,P41222
4pmm,P04629
4leq,P28720
4og3,O00255
4nvp,Q9Y3Q4
4ruu,P50120
4m5h,P26281
4qer,P59071
4nmr,Q9HD26
4d1c,D6R8X8
4pio,A0R5M8
4nni,P9WH43
4qxo,Q86WV6
4tq3,O28625
4pf5,P02866
4w9f,Q15370
4n6g,P55212
4qqi,Q9H9E1
4ory,P41222
4mgb,P03372
4tun,P00698
4trc,Q97W95
4n7h,P46934
4qfg,P54645
4qf8,P59071
4nmq,Q9HD26
4tmp,P42568
4w9w,Q9NSY1
4oks,K4KA16
4mq6,P9WIL4
4puj,P28720
4nyj,P01112
4q4o,P28720
4jzb,Q4QBL1
4k7n,P30044
4w4z,P54764
4ibf,Q05127
4or0,P02769
4g2r,P9WQH5
4pd6,Q9KPL5
4mp2,Q15119
4qgd,P59071
4d1b,D6R8X8
4ogi,O60885
4cc5,Q9AIU7
4q4r,P28720
4tz2,Q6PL18
3wgg,D5KM69
4p5z,P29320
4pp0,P35120
4je7,Q9FV53
4c5d,Q07817
4qpl,Q9CZW6
4w9x,Q9NSY1
4usi,A8JI83
4o6w,P53350
4mdr,O00189
4nyt,Q15485
4us4,Q9KDT3
4mg5,P03372
4mpe,Q15119
2mov,Q15109
4q4p,P28720
4rrv,O15530
4us3,Q9KDT3
4ce1,P02829
4r91,P56817
4o36,P61823
4q6d,P00918
4p4t,P20591
4mzf,Q71DI3
4cj4,P12497
4mnp,Q8RDN9
4muf,P9WIL4
4o3t,P14210
4pd9,Q9KPL5
4lys,O60885
4c9x,P36639
4u43,O95819
4ny3,Q15257
4ibj,Q05127
4u0c,P12493
4u0d,P12493
4m3p,Q93088
4d1j,B3PBE0
4nyf,P0C6F2
4cjp,P12497
4ozn,B8ZYW1
4ozj,B8ZYW1
4pin,A0R5M8
4pov,A2RI47
4mrd,P15379
4non,Q5M586
4np2,P15379
4r6x,Q8IDQ9
4w9g,Q15370
4r6w,Q8IDQ9
4uua,Q6DHI5
4n9b,P43490
4ibk,Q05127
4m5k,P26281
4utx,Q6DHI5
4tz8,Q6PL18
4o61,Q6P6C2
4u0a,P12493
4u0b,P12493
4r1e,Q8I4W8
4clp,Q96PN6
4ua8,D6E1Y1
4k7o,P30044
4wiv,O60885
4puk,P28720
4lpg,P14324
2mji,P12104
3wqw,Q2V6H4
4w5j,Q04ML5
3wqm,P9WJ61
4u0x,Q6DRA1
4led,T2LG16
4nnr,P26885
4qok,P04439
4mre,P15379
4m0z,Q08881
3wqv,Q2V6H4
2mnz,Q9UGL1
4ono,P29016
4r5g,P0A6Y8
4je8,Q9FV53
4m5i,P26281
4nja,P01660
4mul,P9WIL4
4tyl,Q6PL18
4mzh,Q9Y657
4pda,Q9KPL5
4umn,Q00987
4ca4,A2IC68
4q9m,Q8DRB3
4kp4,P0AEJ4
4o9w,P53350
4pop,A2RI47
4m5n,P26281
4buq,A2IC68
4qfr,P54645
4v01,P11362
4o37,P61823
4v04,P11362
4pms,P04629
4w9e,Q15370
4mpc,Q15119
4wht,
4why,Q9WJJ4
4d1y,Q8A8A4
4ibe,Q05127
4whs,P00436
4whr,P00436
4c9w,P36639
4wf2,P06709
4utv,Q6DHI5
4whq,P00436
4k6u,Q64823
4ibi,Q05127
4cjr,P12497
4od7,B4EZ68
4ock,E8MF12
4ocv,B7GN78
4j7i,Q8WTS6
4k6t,Q64823
4um9,P06756
4r4q,P27694
4qkd,Q9BT30
4mji,P01889
4qjr,Q13285
4cs9,Q8QN58
4csy,P16581
4qzs,O60885
4wke,O75173
4qew,P25440
4qsh,W6G6F5
4nyi,P01112
4tk3,Q03555
4qsk,W6G6F5
4tk4,Q03555
4poj,P19793
4oeg,P09038
4lph,P14324
4uye,P55201
4jaz,P37231
4m5g,P26281
4w9l,Q15370
4rn6,P00734
4u4x,P19491
4lnw,P10827
4o62,Q504Y3
4nmp,Q9HD26
4pri,C5MK56
4ql1,P61964
4og4,O00255
4oct,Q6P6C2
4tsz,Q9I7C4
4l2l,P09960
4pnw,U6NCW5
4rqv,O15530
4wym,P12493
4wmc,Q6XEC0
4lv2,P00811
4qbb,P03305
4cws,P07900
4ngm,Q04609
4cwr,P07900
4jzi,Q9Y5Y6
4r6t,Q8IL11
4jyt,Q9Y5Y6
4kz4,P00811
4len,Q9L5C8
4cwq,P07900
4mhz,B7QK46
4m8x,Q90JJ9
4m8y,Q90JJ9
4tyo,Q13526
4lv1,P00811
4nue,O60885
4wkv,Q9I194
4qy3,P00918
4ppb,Q08881
3zj6,Q9SPP9
4cwp,P07900
4cwt,P07900
4cd6,A5H1I6
4os2,P00749
4mc6,P0C6F2
4lsj,P04150
4cd0,Q9UM73
4mc9,P0C6F2
4jz1,Q9Y5Y6
3wmc,Q06GJ0
4jit,P0A9M5
4mhy,B7QK46
4os6,P00749
4lhm,P07650
4ty7,P03951
4j3u,Q9FYY0
4wkt,Q9I194
4ob2,Q7SID2
4na7,P03951
4r8y,P56817
4qge,H2QL32
4ocz,P34913
4mse,Q9Y233
4kza,P00811
4o04,P07900
4ob1,Q7SID2
4p6w,P04150
4r5v,O96935
4pqn,Q08881
4clj,Q9UM73
4cmo,Q9UM73
4mlx,P00918
4ppa,Q08881
4l19,P45452
4kz6,P00811
4od0,P34913
4o3b,P19491
4nuc,O60885
4n1z,P14324
4r5t,O96935
4kwg,P05091
4msc,Q9Y233
4cd8,A5H1I6
4r3w,A5MTN0
4na8,P03951
4kzb,P00811
4oyt,A5K8L9
4p5d,O35820
4ppc,Q08881
4lkt,Q01469
4mbf,P0AD64
4mnw,P00749
4kz8,P00811
4m6u,P11444
4kz3,P00811
4mqp,P9WQ81
4o2b,P81947
4owm,P9WFX5
4nwc,P42264
4mlt,P00918
4oc4,Q04609
4mny,P00749
4cft,P29473
4o9v,Q9Y5Y6
4joj,Q9HD26
4qir,Q9JYV4
4lm3,Q9Y233
4r59,P00918
3zj8,Q8GU20
4qgi,P0C6F2
4quo,Q9JYV4
4civ,P9WPX7
4mnv,P00749
4cd1,O35795
3wq5,Q7X9A9
4n4s,P63086
4mc1,P0C6F2
4llx,Q9Y233
4k6y,Q9HD26
4ozo,Q8A5P6
4kiu,P9WPX7
4pcs,Q8A3I4
4os4,P00749
4ciw,P9WPX7
4ih3,Q8TDX5
4rak,P55055
4o44,P03366
4r95,P56817
4r76,Q8IL11
4keq,Q988B9
4kwf,P05091
4uub,Q6DHI5
4w9p,Q13451
4llp,Q9Y233
4k78,Q9HD26
4rj4,P00533
4mnx,P00749
4r93,P56817
4nga,P08709
4rj8,P00533
4obv,A7B1V0
4jxs,P00811
4w9o,Q13451
4cpq,P03366
4r5b,P00918
4jog,Q9HD26
4cd5,B3PGI1
4cae,A5K1A2
4cpx,P03366
4jxw,P00811
4wku,Q9I194
4jls,P0A9M5
4ps8,P48736
4c2v,Q6DE08
4tw8,Q02790
4q1c,P27707
4os1,P00749
4o3a,P19491
4bf1,P00918
2yne,A5K1A2
4tpk,P06276
4cwn,P07900
4o0t,Q13153
4ovg,U6NCW5
4pqa,Q9JYL2
4o09,P07900
4o3c,P19491
4q93,P54577
4cpz,U5XBU0
4g95,P00374
4rj7,P00533
4oc1,Q04609
4os5,P00749
4p5e,O43598
4cpt,P03366
4tw7,Q13451
4p58,O88587
3wq6,Q7X9A9
4cd4,B3PGI1
4joe,Q9HD26
4ciy,P9WPX7
4wks,Q9I194
4os7,P00749
4cpu,P03366
4lv3,P00811
4kz7,P00811
4ngr,Q04609
4ps3,P48736
4mvn,Q2FXC2
4o0v,O96013
4r5a,P00918
4mrz,Q9Y233
4nwd,P42264
4k1e,Q9Y5K2
4qme,Q9JYV4
4uma,Q9K169
2ynd,A5K1A2
4oc0,Q04609
4ty6,P03951
4q2k,P00766
4cwf,P07900
4jxv,P00811
4cpw,P03366
4kwo,P28720
4cpr,P03366
4umc,Q9K169
4nh9,P14625
4o0r,Q13153
4ou3,P15145
4cu8,A0A0H2UP19
4llj,Q9Y233
4owo,P9WFX5
4n8q,P9WFX5
4mi9,P00489
4p7m,Q6Q3H7
4p7s,Q6Q3H7
4cix,P9WPX7
4o05,P07900
4ps7,P48736
4nh8,P07900
3wmb,Q06GJ0
4cnh,Q9UM73
4k76,Q9HD26
4bf6,P00918
4o97,Q9Y5Y6
4pee,Q8A3I4
4v24,Q9NYA1
4ms0,Q9Y233
4ntj,P0ABE7
4na9,P08709
4mic,P00489
4lkq,Q9Y233
4o07,P07900
4r92,P56817
4pp9,Q08881
4joh,Q9HD26
4ual,Q9Y5S2
4owv,P9WFX5
4nh7,P07900
4mi6,P00489
4ob0,Q7SID2
4mhs,P00489
4cps,P03366
4msa,Q9Y233
4oc2,Q04609
4oc3,Q04609
4cpy,U5XBU0
4r5x,O96935
4mrw,Q9Y233
4kij,P9WPX7
4itp,P00918
4k75,Q9HD26
4lm0,Q9Y233
4nq6,P04190
4lm1,Q9Y233
4oak,Q9JN36
4mc2,P0C6F2
4q1e,P27707
4o0b,P07900
4tw6,Q13451
4own,P9WFX5
4m0r,P9WFX5
4o0y,O96013
4jof,Q9HD26
4rj5,P00533
4cwo,P07900
4o0x,O96013
4kup,P11838
4oma,Q84AR1
4cp7,P03366
4pct,Q8A3I4
4q18,P27707
4ovf,U6NCW5
4kiw,P9WPX7
4mi3,P00489
4prj,O14965
4caf,A5K1A2
4ng9,P08709
4mho,P00489
4bzs,P12821
4cq0,P00918
4oc5,Q04609
4q19,P27707
4qhp,Q9JYV4
4loy,P00734
4q1f,P27707
4llk,Q9Y233
4lm2,Q9Y233
4jok,Q9HD26
4qkx,P00720
4msn,Q9Y233
4umb,Q9K169
4lm4,Q9Y233
4wx4,B9A5C1
4p6x,P04150
5ew3,P35968
4o4g,P03366
4uib,P09955
5bvw,Q08345
4ys7,Q9Y233
5bvn,Q08345
5bpa,P45452
4zg7,Q13822
4unr,P9WKE1
3wv1,P45452
5am1,P34913
4qmn,Q9Y6E0
4yne,P04629
4xv1,P15056
4qmy,Q9Y6E0
5ak2,P03372
5d9k,P51812
5bue,P28482
5a3t,Q9UGL1
4xv2,P15056
5am3,P34913
5buj,P28482
4otf,Q06187
5cs2,Q8IL97
4ylj,Q13627
4yl0,O14684
5alz,P34913
5bvo,Q08345
4u01,Q9WMX2
4zyi,Q00987
4yqh,Q9Y233
4yl3,O14684
4qmt,Q9Y6E0
5bve,P28482
5d7r,P0A0K8
5ajx,Q16875
4x9v,P53350
4wt6,P11309
4qmp,Q9Y6E0
4x9r,P53350
4ryg,P00797
4z1q,O60885
5cte,Q00955
5ake,P34913
4xv3,P15056
5alu,P34913
4pry,P42574
4qmo,Q9Y6E0
4qmv,Q9Y6E0
5ak0,Q16875
4wsy,P11309
4zg9,Q13822
4yk5,O14684
5e1e,P23458
5als,P34913
5d9l,P51812
4zjr,P51449
4d2s,P33981
4zga,Q13822
5d12,P00523
5d11,P00523
5aaf,O14965
5alg,P34913
5aae,O14965
5aag,O14965
4q4i,P04825
4qpa,P28482
4rz1,P00797
4wx7,B9A5C1
5apj,P51449
4z2i,P11797
4yv2,Q4DA73
4zpg,P56817
4qr5,O60885
5aph,P51449
4ybs,O15164
5aep,O60674
5aen,P09960
4zur,Q48935
4nxo,P14735
5djv,P14324
4y6p,Q8IKG4
4yps,P04629
5ct7,P15056
4qp9,P28482
4y6m,P46925
5axq,Q9Y233
5d10,P00523
4wag,Q9UBF8
4qw4,P23639
5ai5,P34913
5ajw,Q16875
5bui,P28482
4wq3,P04632
5am4,P34913
5ak5,P34913
4qmw,Q9Y6E0
4y67,Q8IKG4
4qoc,Q00987
4zuq,Q48935
5d7c,P0A0K8
5bvd,P28482
4yll,Q13627
4ybm,O15164
4xt9,P51449
4x9w,P53350
5a83,Q6PL18
4qo9,Q9Y6E0
5c26,P43405
4zup,Q48935
5aly,P34913
4zpf,P56817
5c83,P98170
4ylk,Q13627
4xv9,P15056
5bvf,P28482
5alf,P34913
4q4e,P04825
4ybt,O15164
4uia,P09955
4uco,P43813
5aad,O14965
4qmz,Q9Y6E0
4ymj,Q16288
4yl1,O14684
4z2g,P11797
5akh,P34913
4qw3,P23639
4zjw,P51449
4unq,P9WKE1
4qr4,O60885
5ai9,P34913
5aln,P34913
5awj,P13053
4py2,Q2YQ76
5alk,P34913
4qmq,Q9Y6E0
4qp8,P28482
5alm,P34913
4zum,Q48935
4uit,Q9H8M2
4uns,P9WKE1
4qws,P23639
4wpf,P51449
4wz4,P24735
4x2i,O60885
4qvl,P23639
4z2j,P11797
4qps,P52333
4zuo,Q48935
4y73,Q9NWZ3
4wnk,P43249
3wyj,P60472
4yoj,P0C6W3
4zyc,Q00987
4wzv,P14780
4wtu,P56817
4yoi,P0C6W3
4qvm,P23639
5fdg,P03433
5ctc,Q00955
4qt2,Q8I4V8
5ajy,Q16875
4zg6,Q13822
4qw5,P23639
4unn,P9WKE1
4xbd,Q83883
5ey8,A0R618
4wrs,P11309
4yv9,A0A0J9X288
4ufz,P43813
4qmm,Q9Y6E0
4qw7,P23639
4y2x,P34913
4qwk,P23639
4zpe,P56817
4qwx,P23639
4wvs,P98170
4qzx,P23639
5ajv,Q16875
4wf6,P15917
4wq2,P04632
5a0c,P08246
4qw1,P23639
5alo,P34913
4z1s,O60885
4zro,Q98VG9
4qwl,P23639
5aki,P34913
4rcd,P56817
4ql8,P10275
4udb,P08235
4xg9,P43405
4wp7,P00352
5c84,P98170
4yrs,Q4DA54
5axp,Q9Y233
5f5i,O75164
4xub,Q9UIF8
4ya8,P46925
4xkx,P56817
4wy6,P56817
4qwg,P23639
5ald,P34913
5ale,P34913
4rvm,O14757
5bpe,A0A0X1KHD2
4qvp,P23639
4ptc,P49841
4uxh,Q4QC75
5cf8,O60674
4qxs,P14324
4qwr,P23639
4qxj,P23639
5d1u,P15917
4qw6,P23639
5a5r,Q6PL18
3wzu,O14733
5afx,Q86C09
4x47,V8BWT1
4xs2,Q9NWZ3
4z2l,P11797
5am0,P34913
4ztl,Q9NWZ3
4qr3,O60885
4qmu,Q9Y6E0
4qwj,P23639
4yax,O15164
5a5s,O60885
5a3w,Q9UGL1
4yrt,Q4DA54
4py4,Q460N5
5auy,P53355
5d1t,P15917
5am5,P34913
4z2k,P11797
4z9l,P53779
4zsp,P56817
4yog,P0C6W3
4rss,P43405
4rxa,P14324
4wvu,P98170
4yuw,Q4DA73
5c4u,P51449
4rvt,O95819
5c42,P03366
4u82,P60477
5c7e,Q5NBT9
5ap5,P33981
4xg8,P43405
5ap1,P33981
4w4x,P53779
4zlz,Q06187
5a5p,Q6PL18
4uxb,P09874
4xsx,A7ZSI4
4u2y,Q9L1K2
5aux,P53355
4zh2,P0A7Z4
4ykn,P27986
4rs0,Q05769
5c7f,Q5NBT9
5c3k,P98170
4wyo,Q00955
4w4v,P53779
4y62,P16442
4twy,P0C6X7
4y8c,O76083
4qmx,Q9Y6E0
4y46,P53779
4xuc,P21964
4uiu,Q9H8M2
5al3,Q9H2K2
4tvj,Q9UGN5
4re9,P14735
4uvu,Q9H2K2
4uvx,Q9H2K2
5alt,P34913
5ci7,O75385
5c0k,P98170
4zlo,Q13153
5ap6,P33981
5ai8,P34913
4rvk,O14757
4y85,P41279
4ucv,P43813
5afk,P36544
4rx9,P43405
4p4b,Q04609
4yzn,Q6XHB2
4uiv,Q9H8M2
4x7q,Q9P1W9
5djr,P14324
4yp8,Q9NWZ3
4rn2,Q9BY41
4yjn,Q9BJF5
4y2t,P34913
5c6v,Q5NBT9
4zsa,P11362
5cqj,P60472
4wno,O75385
4y5h,P53779
5aib,P34913
5bq0,Q06187
5aku,Q9H2K2
4r6e,P09874
5cy3,P43405
5dda,O00255
4p44,Q04609
4p4f,Q04609
4y83,P41279
5abw,P08246
4uuh,O95271
5cwa,P9WFX2
4p4e,Q04609
5ccl,Q9H7B4
4p4d,Q04609
4yux,Q4DA73
4x6y,P34913
4uvw,Q9H2K2
4xg3,P43405
4p45,Q04609
4xe0,O35904
4uw1,O95271
4ztn,Q9NWZ3
4uiz,O60885
4wyy,P24735
4xyf,P08581
5ajz,Q16875
5c7b,P98170
4zsq,P56817
4qwf,P23639
4qz7,P23639
5a3n,Q9UGL1
4x6x,P34913
4x8g,Q9UM07
4uiy,O60885
5a82,Q6PL18
4xsz,A7ZSI4
4yo6,Q9NWZ3
5boy,P45452
4yad,O15164
5all,P34913
5d6p,P0A0K8
5dj5,Q10QA5
5cf5,O60674
4zim,O60674
5eds,P48736
4yay,P0ABE7
4umj,Q9HWY4
4ynd,Q9NRG4
4xh6,P11309
4qz6,P23639
5ai0,P34913
5ar4,O43353
4yz9,O75460
4ttv,P26639
4v1f,I0RTF3
5a0a,P08246
5alj,P34913
5c4t,P51449
4xum,P37231
4xg4,P43405
4x69,Q47066
4z7h,O75460
4z90,E0SJQ4
4rxe,Q86C09
5auu,P53355
5ctb,Q00955
4wpn,P00352
4rsc,Q28175
4pv7,P27487
4y2p,P34913
5a1f,Q9UGL1
4wy3,P0C6X7
4qna,Q9Y6E0
4rn0,Q9BY41
4xm7,P15917
5ab0,Q6P179
4zun,Q48935
5ddd,O00255
4x68,P24735
4uda,P08235
4ybi,P56817
4ztm,Q9NWZ3
5av0,P53355
4x49,V8BWT1
4xua,Q9UIF8
4qwu,P23639
4wz5,P14489
4qz3,P23639
4xmo,P08581
4zs2,Q9C0B1
5alx,P34913
3wyy,P33981
4x7o,Q9NZJ5
4ura,O75164
4qz0,P23639
3wqh,P27487
4tmf,P28907
4y6r,Q8IKG4
4d2r,P08069
5a09,P08246
4uuq,Q99685
5c4s,P51449
5ap2,P33981
4zk5,O95819
4xta,P37231
4uxj,Q4QC75
4rxd,Q86C09
4qz1,P23639
5al4,Q9H2K2
4xyc,P9WN38
5ak6,P34913
5auv,P53355
5ar7,O43353
4xg7,P43405
4w4w,P53779
4zly,Q06187
4w4y,P53779
5akg,P34913
5afn,P36544
4uvv,Q9H2K2
5ap4,P33981
5ai4,P34913
4zsr,P56817
4p4i,Q04609
4rx8,P43405
5afl,P36544
5al2,Q9H2K2
4rse,Q28175
4rpv,P11309
4rx5,Q06187
4x2l,P56817
3wyx,P33981
4zom,P51449
4qwi,P23639
5bot,P45452
4yvz,Q9WY43
4yhf,Q06187
4yzc,O75460
5dls,O14757
4qvw,P23639
4x6k,V8BWT1
4y2b,Q13946
5es1,Q96L34
5a3u,Q9GZT9
4xjr,P08492
4zh3,P0A7Z4
4rvl,O14757
5cf4,O60674
5ai6,P34913
4wvt,P98170
4x7j,Q9NZJ5
5akw,Q9H2K2
4x7h,Q9NZJ5
5clm,P56817
4r1y,P08581
4yuy,Q4DA73
5afj,P36544
4v0i,O35904
3wpn,P52732
5alv,P34913
4ucu,P43813
4zla,O25294
5c7a,P98170
5aic,P34913
5ccm,Q9H7B4
4tn4,A5K8L9
5d1j,P24941
5a85,O60885
4qz5,P23639
4z3v,Q06187
4x7k,Q9NZJ5
5ap0,P33981
4uvy,Q9H2K2
4wy1,P56817
5akz,P34913
5d6q,P0A0K8
5ahj,P23639
5c7c,P98170
4ptg,P49841
4qp7,P28482
4uix,O60885
4yfi,Q59H18
4uiw,Q9H8M2
5ap7,P33981
4yzm,Q6XHB2
5ar5,O43353
5a6n,O43293
4xxs,P56817
5al1,Q9H2K2
5cxz,P43405
4s3f,Q5SLI8
4y29,P37231
4y2s,P34913
3wzk,P33981
4y87,O76083
4y2u,P34913
4yv0,Q4DA73
4rx7,P43405
4xhk,P11309
5c4o,P51449
5cxh,P43405
5ak4,P34913
4qz2,P23639
4qvq,P23639
5a0b,P08246
